stop_id,stop_name,stop_lat,stop_lon
247A00,Br. Veracruz,4.60372829831,-74.06950651109
788A00,Br. La Capuchina,4.60374396795,-74.07588264838
510B09,Br. Alquería La Fragua,4.60376749473,-74.13265606562
507A09,Br. La Campiña,4.60387518311,-74.14407827632
487A09,Br. José María Carbonell,4.60404600041,-74.19948299958
480A00,Fenalco,4.60429170074,-74.06862804608
221A09,Br. Piamonte Etapa I,4.60468685219,-74.18928188092
515A08,Br. Bochica Puente Aranda,4.60476480220,-74.10914152861
479A00,Br. Las Nieves,4.60496947343,-74.07002342934
071A09,Pl. de Mercado San Pablo I Sector,4.60496178258,-74.18800562700
061A09,Br. Alcalá,4.60497229595,-74.12498472270
664A00,Estación Universidades,4.60510781016,-74.06725010309
050A09,Br. Bosa Las Terrazas,4.60518210246,-74.18238394659
091A09,Br. Nueva York,4.60524785203,-74.14224685560
435A09,Br. Alquería La Fragua Norte,4.60527443418,-74.13504186420
184A09,Br. El Retazo,4.60534244653,-74.19400370426
039A08,Br. La Asunción,4.60541081397,-74.10397995849
052B09,Zona Recreativa La Avenida Bosa,4.60589576764,-74.18415615933
327A09,Br. Catalina II,4.60602662896,-74.16862402046
809A00,Estación Las Nieves,4.60622425864,-74.07409632772
222A09,IED Fernando Mazuera Villegas,4.60622067204,-74.19031145859
200B00,San Andresito San José,4.60627800265,-74.09088516313
186A09,Br. El Retazo,4.60640728194,-74.19533330270
087A09,Br. El Tejar,4.60653535083,-74.13042672150
208B08,Br. San Eusebio,4.60698612897,-74.12651412570
096B09,Br. Tejar,4.60720463374,-74.12716814247
363A09,Br. Jaqueline,4.60743785305,-74.16667108792
511A09,Br. Bosa,4.60752268896,-74.18260129196
481A00,U. Jorge Tadeo Lozano,4.60785852294,-74.06879402341
323A09,IED Class,4.60793558135,-74.17169244015
322A09,Centro Social Roma I Sector,4.60813078305,-74.17237821380
040A08,Br. Jorge Gaitán Cortés,4.60833809116,-74.10762379882
365A09,Br. Perpetuo Socorro,4.60834599439,-74.16485787543
225A09,Br. Piamonte Etapa I,4.60849088726,-74.19113152702
761A00,Br. Las Nieves,4.60853224488,-74.07274875340
021A09,Urb. Lago de Timiza,4.60874327282,-74.16156816839
641A09,Br. Jaqueline,4.60874499959,-74.16358899963
492A09,Br. Grancolombiano II Sector,4.60874110773,-74.19792482899
076A09,Monasterio de la Visitación,4.60878884875,-74.18558505333
322B00,Br. Ricaurte,4.60889703149,-74.09199591915
102A09,Urb. Clarelandia del Sur,4.60919657925,-74.18074358388
154B00,Br. La Sabana,4.60924462167,-74.08873428974
111A09,IED OEA Sede B,4.60937313297,-74.14109544444
041A08,Br. Jorge Gaitán Cortés,4.60962482151,-74.10905701427
648A09,Urb. Clarelandia,4.60963000015,-74.18183399993
238A09,Br. La Sultana del Sur,4.60971338856,-74.18312383940
203A09,Br. Piamonte Sector II,4.60977579990,-74.19405816229
147A09,Jardín Social La Esperanza,4.61005279854,-74.20515628795
035A09,Br. Timiza,4.61011193672,-74.14838273589
098B09,Floralia,4.61080736956,-74.13175685961
070A07,Estación Ricaurte,4.61084100030,-74.09486300003
200A09,Br. La Palestina I,4.61087750121,-74.19459268041
154B08,Br. Provivienda Norte,4.61101152727,-74.12830007706
098C09,Floralia,4.61129064379,-74.13256891407
829A00,Br. Ricaurte,4.61132710751,-74.08890032497
098D09,Floralia,4.61145500003,-74.13281800032
392A09,Liceo Samario,4.61146021684,-74.15692225237
130A09,Br. Timiza B,4.61153800018,-74.15915500044
374A09,IED Villa Rica Sede B,4.61156450378,-74.16611767120
100B09,Br. Roma,4.61164420273,-74.17763034772
112A00,Estación Calle 22,4.61208097534,-74.07374293377
197A09,Br. Humberto Valencia II Sector,4.61223856521,-74.19619694855
663A00,Plaza de Toros La Santamaría,4.61231714139,-74.06742421798
661A09,Br. Roma,4.61255000012,-74.17253399971
395A09,Parque Metropolitano Timiza,4.61274962719,-74.15594524257
111A07,San Andresito de la 38,4.61323646283,-74.10408544692
255A00,Br. El Listón,4.61349402378,-74.08287993609
174A00,Br. El Listón,4.61379726149,-74.08399597475
668A09,Br. San Pedro,4.61387199981,-74.19851799984
622A08,Urb. Carvajal,4.61390833637,-74.13178315446
009A08,Pq. Girasol,4.61402738210,-74.11524097724
018A09,Br. Timiza,4.61414995756,-74.16185062491
545A09,Desarrollo El Toche,4.61429139329,-74.21500715237
124A09,Bosa San José,4.61435637721,-74.21321523442
169B08,Colegio Giraldilla,4.61450615248,-74.16509114704
625A08,Urb. Carvajal,4.61452131251,-74.13457008020
481A08,Br. Galán,4.61467099998,-74.12012599976
155C08,Br. Villa Adriana,4.61473693731,-74.12754473616
384A07,Br. Los Ejidos,4.61519926709,-74.10492037840
257A00,Pl. Paloquemao,4.61532762815,-74.08510251235
621B09,Urb. Pastrana,4.61538469709,-74.16149594070
195A00,El Listón,4.61539060539,-74.08267375073
028A00,Santa Fe,4.61557899976,-74.08017299982
626A08,Urb. Carvajal,4.61566773535,-74.13242943807
502D08,Br. Provivienda Norte,4.61592263666,-74.12676653588
675A00,Estación Museo Nacional,4.61605049491,-74.06871316354
109A00,Cementerio Central,4.61605124999,-74.07688165956
015A09,Avenida 1 de Mayo,4.61608037126,-74.14041185214
099E09,Carvajal,4.61616843794,-74.13744004360
007A07,Br. Barcelona,4.61622442855,-74.11424746771
194A00,Samper Mendoza,4.61637970591,-74.08202787644
245A07,San Andresito 38 - SENA,4.61646458266,-74.10328803103
311A08,Br. Casablanca Sur,4.61685359446,-74.17474869621
546A08,IED Tom Adams,4.61687116849,-74.15596214043
657A09,Br. Nuestra Señora de la Paz,4.61687300022,-74.18972399995
794A00,Cementerio Central,4.61695062121,-74.07368481547
546A09,Nuestra Señora de La Paz,4.61704345545,-74.18841724987
664A09,La Paz Bosa,4.61707499976,-74.18569899988
793A00,Cementerio Central,4.61709053276,-74.07427595307
661A00,Br. La Perseverancia,4.61722270095,-74.06461258235
246A07,Br. Los Ejidos,4.61733242877,-74.09917603893
197A00,Br. Santa Fe,4.61754352338,-74.07989678744
341A08,Br. Casablanca,4.61760467256,-74.16816463453
015B09,Avenida 1 de Mayo,4.61773299988,-74.13998099975
619A08,Br. Galán,4.61817622178,-74.11831451490
171A08,Br. Ciudad Kennedy Oriental,4.61839278471,-74.15297747208
006A07,Br. Brasilia,4.61861166555,-74.11294409174
026A00,Pq. El Renacimiento,4.61868943348,-74.07797337278
184B08,CAI Oneida,4.61887596560,-74.14549477963
322A08,Br. Villa Zarzamora,4.61911300014,-74.17722500020
321A08,Br. Danubio Azul,4.61913280518,-74.17935169112
277A07,Br. Los Ejidos,4.61924758651,-74.10129701451
156D08,Br. Galán,4.61925755484,-74.12570091770
194A08,Br. Ciudad Kennedy Supermanzana 8,4.61927571826,-74.15640990743
035A08,Av. Villavicencio,4.61930128675,-74.16487766235
582A09,Colegio IED San Bernardino,4.61937453026,-74.20254909933
552A09,Br. Villas de Valero,4.61970293737,-74.18896043380
291A09,Br. Bosalinda - Hildebrando Olarte,4.61975298101,-74.18750070977
117B08,IED Kennedy,4.61977328219,-74.14175547763
607A08,Br. Hipotecho Occidental II,4.61982025936,-74.13070621006
165A08,Salón Comunal Calarcá,4.61999610111,-74.16781547369
131A07,Br. Estación Central,4.62016965472,-74.09040056358
264A08,KR 85A,4.62037576385,-74.18417075744
867A00,Br. Samper Mendoza,4.62053399986,-74.07988299970
343A08,Salón Comunal Calarcá,4.62062351733,-74.16852246753
127B08,IED Pablo VI,4.62073975869,-74.15987490087
318A08,DG 56A Sur,4.62086141951,-74.18230269719
274A07,La Merced,4.62119645655,-74.10347307477
044A08,Br. Galán,4.62126546779,-74.12155059706
275A07,LA MERCED,4.62133607405,-74.10337128101
256A07,Br. Colón,4.62142940524,-74.11478017245
326A08,Br. Jorge Uribe Botero,4.62170200005,-74.17793100022
252A07,Br. San Gabriel,4.62201857967,-74.11766086243
254A09,Br. El Remanso,4.62210399998,-74.19946599979
088A07,Br. San Rafael Industrial,4.62214027717,-74.11059247208
550A09,Br. San Bernardino Potreritos,4.62219501982,-74.20589394787
124A08,Br. Ciudad Kennedy Central,4.62226220649,-74.15151492630
239A08,Hsp. del Sur Britalia,4.62229053892,-74.17277713157
263A09,Desarrollo Recuerdo,4.62235100310,-74.19673315741
246A09,Br. San Bernardino,4.62236499995,-74.20148100042
203A08,Clínica Kennedy,4.62241091504,-74.15040476518
100C07,Avenida Calle 3,4.62270523914,-74.12461503667
328A08,Br. Jorge Uribe Botero,4.62287982588,-74.17746228682
345A08,Br. Gran Britalia,4.62299099967,-74.17044200014
092A07,Br. San Francisco,4.62305527221,-74.10678538788
350A00,Br. Teusaquillo,4.62328272198,-74.07177755927
019A08,Colegio Colsubsidio Chicalá,4.62391978975,-74.17914444586
205C08,Pq. Mundo Aventura,4.62401440473,-74.13821595636
149A08,INEM Francisco de Paula Santander,4.62414797070,-74.15695844176
175A00,Clínica Méredi,4.62417778946,-74.08312901171
596A08,Br. El Olivo,4.62424409136,-74.16434773341
089A00,INPEC,4.62432506153,-74.07762015218
644A08,Br. Jorge Uribe Botero,4.62439299980,-74.17662699996
100A07,Avenida Calle 3,4.62480723352,-74.12390926025
267A07,Br. San Rafael Industrial,4.62526134773,-74.11366382474
001A07,Br. San Francisco,4.62549076055,-74.10801229285
027A07,Br. Centro Urbano,4.62566181049,-74.09222025393
403A07,Br. La Pradera,4.62567800019,-74.12136799987
494A08,Parroquia San Pio X,4.62585924942,-74.13921002783
237A00,RCN Radio,4.62630055232,-74.06746755176
118A08,Br. Techo,4.62634591617,-74.14899013694
189A08,Br. Ciudad Kennedy Norte Supermanzana 9B,4.62637170519,-74.15140406605
032A06,Br. Ortezal,4.62651012073,-74.09473714441
779A00,C.C. Plaza 39,4.62656179997,-74.06624026347
592A08,Br. Ciudad Kennedy Norte Supermanzana 9B,4.62669240914,-74.15471258662
122A06,Br. Centro Nariño,4.62786914448,-74.08697140219
249A09,IED Metrovivienda,4.62789173531,-74.20076734490
064A07,Br. Salazar Gómez,4.62805315868,-74.11032247628
236B00,Br. Sucre,4.62827876440,-74.06713362283
495A08,Clínica del Occidente,4.62844527139,-74.13881893224
645A08,Br. Las Américas,4.62848000025,-74.13719299963
539A00,Br. El Paraíso,4.62850899987,-74.06011999985
540A00,Br. El Paraíso,4.62852599961,-74.05999399961
333A07,Br. Eduardo Santos,4.62856431474,-74.11503200161
662A09,Urb. Parques de Bogotá - Caoba,4.62877599957,-74.20812199999
270A09,Br. San Bernardino XVI,4.62877791027,-74.19900072542
493A09,Colegio Santiago de las Atalayas,4.62899500000,-74.19250400014
514A00,Br. La Soledad,4.62939562734,-74.07803306141
351A00,Urb. La Magdalena (Alcaldía Local de Teusaquillo),4.62941355728,-74.07257527589
031A08,Portal de las Américas,4.62978161714,-74.17175135464
091B07,Br. Salazar Gómez,4.63022065304,-74.12172625790
137A06,Batallón Caldas,4.63032873616,-74.10489715453
253A09,Br. Ciudadela El Recreo I,4.63043050415,-74.20347078196
383A00,Universidad Javeriana,4.63050875025,-74.06441083628
188A08,Br. Ciudad Kennedy Norte,4.63051205782,-74.15532435161
098A08,Br. El Porvenir Parcela 33,4.63098223110,-74.18031443165
235A00,Universidad La Gran Colombia,4.63101861535,-74.06668676358
026A08,Br. Llano Grande,4.63162359294,-74.16624748014
024A06,Puente Aranda,4.63226020581,-74.11184478950
096D07,Colegio Nicolás Esguerra,4.63239829574,-74.12118784851
084A00,Estación Calle 45,4.63272155364,-74.06835318829
036A06,Br. Quinta Paredes,4.63274588596,-74.09406920237
037A06,Br. Ortezal,4.63280759075,-74.09429517445
102B07,Avenida Américas,4.63282007944,-74.13777051100
147A08,Br. El Porvenir III Sector,4.63281627389,-74.18488556654
323A07,Marsella Aloha Norte,4.63319771188,-74.13143419491
102C07,Avenida Américas,4.63328010248,-74.13773069260
326A07,IED Marsella,4.63332969690,-74.12704611358
219A08,Ciudadela El Recreo,4.63337429955,-74.20481638630
285A08,Parque Público El Recreo,4.63363487807,-74.19841764124
072B07,Br. Lusitania,4.63391842752,-74.12057895589
358A08,Jardín Social Tintalito,4.63400459331,-74.17296839367
112A08,Br. Llano Grande,4.63412938363,-74.16329038064
067A08,Br. El Saucedal,4.63444848376,-74.16252572939
524A00,Colegio Americano de Bogotá,4.63446006923,-74.07383672960
038A06,Pq. Quinta Paredes Paraíso,4.63447007658,-74.09542893679
164A07,Br. Catania,4.63475852391,-74.14747124134
101A05,Estación U. Nacional,4.63479910649,-74.07976241050
066A08,Estación Patio Bonito,4.63497480919,-74.16343537523
084A07,Br. Las Dos Avenidas,4.63548009890,-74.14382130445
294A08,Br. Villa Esmeralda,4.63582276895,-74.19141152229
470A08,Ciudadela El Recreo,4.63589659342,-74.20527783366
228A08,Conjunto Residencial Casagrande,4.63591000020,-74.20591400019
242A08,Br. Ciudadela El Recreo,4.63595178823,-74.20008496348
054A07,Kr 72A,4.63710748242,-74.13797924564
357A08,Br. Las Vegas,4.63713150511,-74.17397586651
386A08,Br. Altamar,4.63718650316,-74.17182811907
003A06,Fiscalía General de la Nación,4.63731517124,-74.09816581278
290A08,Br. Bosa Santa Fe,4.63748787262,-74.19339731766
202A07,Parque Castilla,4.63769839201,-74.14510773594
230A08,Br. San Bernardino Rural,4.63794937553,-74.20571927784
030A08,Br. Patio Bonito,4.63810203789,-74.15943107117
030B08,Br. Patio Bonito,4.63820951877,-74.15924277629
391A08,Br. Las Brisas,4.63821186848,-74.17152138809
432A08,Br. Patio Bonito III Sector,4.63821346644,-74.16525325712
039A06,Fiscalía General de la Nación,4.63866526899,-74.09841379783
105A07,Cooperativa de Sub-Oficiales,4.63884847273,-74.13577584568
545A08,Br. Santa Fe Bosa,4.63888178153,-74.19343573067
245A08,Br. San Bernardino XVI,4.63891551458,-74.20374162234
126A06,AC 17,4.63932731679,-74.11595381703
166A07,Parque Castilla,4.63956855895,-74.14615917557
389A08,Br. Las Brisas,4.63964357546,-74.17305218434
526A00,Br. Alfonso López,4.63971991582,-74.07383915474
427A08,Br. Calandaima,4.64019999974,-74.16690600006
392A08,Ciudad de Cali,4.64034232320,-74.17279060438
438A08,Liceo Jefferson,4.64066296965,-74.16303928772
075A07,Br. Bavaria,4.64066976780,-74.14045973635
609A08,Br. El Paraíso Bosa,4.64103101496,-74.16790290371
233A08,IED Ciudadela Educativa de Bosa,4.64105673330,-74.18723590653
292A08,Br. Cañaveralejo,4.64141077730,-74.19479174828
304A08,Br. El Patio III Sector,4.64198680846,-74.16334423931
391A00,C.C. Galerías,4.64225053858,-74.07397409698
457A08,Br. Patio Bonito,4.64225100036,-74.16256899965
410A08,Br. El Paraíso,4.64241618647,-74.16971977356
BD-024A,Alcaldía Local de Chapinero,4.64270769139,-74.06472186737
392A00,C.C. Galerías,4.64281373436,-74.07373249892
353A00,Clínica Eusalud (Br. Chapinero Occidental),4.64309852406,-74.06888392258
133A07,C.C. Tintal Plaza,4.64315540238,-74.15678643462
132A05,Pq. Rafael Nuñez,4.64345953122,-74.08857302927
137A05,ICONTEC,4.64375052020,-74.08253871422
174A07,Urb. Castilla Real,4.64402800013,-74.13865499995
023A00,San Luis,4.64413168677,-74.07286105446
145A07,Portal de Castilla,4.64425018961,-74.15572651286
068A06,Br. Centro Industrial,4.64425575375,-74.11102469907
188A07,Br. Castilla Real Ciudad Urbisa,4.64463241123,-74.14260929959
193A07,Humedal de Techo,4.64478180957,-74.14030471276
303A07,ALSACIA RESERVADOII,4.64481033843,-74.12717675029
271A06,BOMBEROS MONTEVIDEO,4.64488000010,-74.11266900043
093C07,Avenida Alsacia,4.64490655077,-74.13223254440
370A08,El Jazmín,4.64517821225,-74.17784641173
004A05,Pq. La Esmeralda,4.64537742779,-74.08703002936
415A08,Urbanización Riveras de Occidente,4.64543035832,-74.16840090421
403A08,Pq. Dindalito,4.64582879988,-74.17369371528
404A08,Centro Educativo Cafam Bellavista,4.64602867832,-74.17371355468
142A07,Br. Tintalá,4.64620400001,-74.15519500041
155A07,Tintalá,4.64630299985,-74.15537799966
376A08,Br. El Jazmín,4.64650569705,-74.17857031262
375A08,Br. El Jazmín,4.64657782737,-74.17869029452
331C07,Br. Villa Alsacia,4.64671499998,-74.12933400012
149A07,Prados de Castilla,4.64680918006,-74.15717044921
128B06,Br. Ciudad Salitre Suroriental,4.64694672219,-74.10840491511
125A07,Humedal "El Burro",4.64713112148,-74.14931703939
650A08,Br. Jazmín Occidental,4.64750800042,-74.17917100016
287A06,Br. Salitre Occidental,4.64753880070,-74.10946395778
569A00,Br. Granada,4.64775339026,-74.05429764412
204A07,Br. Castilla Real,4.64809193466,-74.13723381754
206A07,Ciudad Favidi,4.64846899969,-74.13516400026
206A06,Br. Franco,4.64847271974,-74.12050690916
377A08,Br. Villa Alexandra,4.64861111054,-74.17833165454
354C00,Centro Johann Kepler,4.64885937192,-74.06780944275
456A05,Br. Campín Occidental,4.64921996577,-74.07887384264
104A00,Br. Chapinero Norte,4.64929860275,-74.06033501168
372A00,Br. Chapinero Norte,4.64943933942,-74.05911076652
396A07,Nueva Castilla I Etapa,4.64952199978,-74.15029699955
054A00,Estación Calle 63,4.64958327896,-74.06514127981
231A00,Pq. Lourdes,4.65004881609,-74.06351260915
065D06,Colsanitas,4.65007650092,-74.10629325038
702A00,Br. Chapinero Norte,4.65012220864,-74.06438821722
131D06,Banco de la República Central de Efectivo,4.65111748978,-74.10504904274
135B06,Avenida Calle 17,4.65125336932,-74.12521205356
234A07,Br. La Pampa,4.65137808172,-74.13840514171
135C06,Avenida Calle 17,4.65163438529,-74.12478824999
131A06,Banco de la Republica Central de Efectivo,4.65177752597,-74.10459404804
278A06,Ciudad Salitre 3ra Etapa,4.65201700029,-74.11226399970
112A05,Calle 63,4.65211321751,-74.07869319962
132D06,Banco de la República Central de Efectivo,4.65219390424,-74.10478801341
126B07,Uniagustiniana,4.65220586022,-74.14372385807
238A07,Br. Visión de Oriente,4.65276600011,-74.13480800027
193B00,Br. La Esperanza,4.65328071776,-74.06699197080
143A06,C.C. Salitre Plaza,4.65348938919,-74.10921388932
179A07,Br. Vergel Occidental,4.65359839313,-74.14114614656
148A05,Parque Simón Bolívar,4.65399829295,-74.09080175497
774A00,Br. Benjamín Herrera,4.65461801257,-74.07776760980
389A07,Alameda Ciudad Tintal,4.65478400022,-74.15565199972
388A07,Alameda Ciudad Tintal,4.65511400030,-74.15545899990
115C05,AV. CL 26,4.65591126050,-74.10180340991
227A00,Clínica de Traumatología y Ortopedia,4.65600035990,-74.05965891691
152A05,Centro de Alto Rendimiento,4.65635708159,-74.08637955354
367A00,Calle 74,4.65638499993,-74.05471599962
618A00,Br. Rafael Uribe,4.65641482730,-74.06688245510
320A00,C.C. Avenida Chile,4.65644229134,-74.05795316277
116A05,Br. Salitre Greco,4.65656219037,-74.10082343419
226B00,U. Pedagógica Nacional,4.65796359346,-74.05828981077
020A00,Siete de Agosto,4.65798263098,-74.07042802904
151A05,Centro de Alto Rendimiento,4.65823956467,-74.08765870991
BD-031A,Los Rosales,4.66008337322,-74.05138086200
106A00,Gimnasio Moderno,4.66029777184,-74.05400505423
423A06,Urb. Carlos Lleras Restrepo,4.66058250609,-74.11532022733
773A00,Br. La Paz,4.66068452138,-74.07656877576
623A00,Universidad Sergio Arboleda,4.66071003668,-74.06006149170
375B06,Estación Av. Rojas,4.66110289964,-74.10899912813
329A00,Br. La Paz,4.66121810897,-74.07259954707
210B05,Pq. Metropolitano Simón Bolívar,4.66131351396,-74.09762985669
706A00,Br. Porciúncula,4.66135027767,-74.06141878468
008B06,Avenida Esperanza,4.66148250070,-74.11560934273
049A05,Pq. Distrital Salitre,4.66154307495,-74.08742257053
444A06,Gran Reserva,4.66162299958,-74.11127799957
354A06,Br. Capellanía,4.66196166548,-74.12553476243
628A00,Br. San Felipe,4.66223378634,-74.06317963831
050A00,Br. Colombia,4.66224012243,-74.06617862307
119A05,Coliseo El Salitre,4.66286445136,-74.09636934949
437B05,Pq. Metropolitano Simón Bolívar,4.66369050454,-74.09529491761
199A05,Plaza de los Artesanos,4.66373414867,-74.08643109017
303B00,C.C. Atlantis Plaza,4.66579966540,-74.05741963084
187B05,Hsp. Infantil San José,4.66607527308,-74.07820699732
008B05,Avenida Calle 26,4.66661811248,-74.11178903041
354A01,Kr 11 E,4.66662075717,-74.02008821237
224A07,Br. Predio Nariño,4.66666101398,-74.15456553398
BD-034A,La Cabrera,4.66675959685,-74.04614163338
512A01,Dg 95,4.66686147593,-74.02285007018
402A06,Urb. Capellanía,4.66757429109,-74.13458564317
182A06,Urbanización Capellanía,4.66770433614,-74.13194519580
444B05,Br. Normandía Occidental,4.66867535370,-74.10972330151
120D05,Colegio Cafam,4.66944778747,-74.09130371055
169A00,Estación El Polo,4.66977143558,-74.06429359450
394A05,Estación Normandía,4.67007120792,-74.11288269216
142A05,Jardín Botánico,4.67009086956,-74.10015519613
485A05,Br. Normandía Occidental,4.67032800004,-74.11306200000
367A06,SENA FONTIBON,4.67037181081,-74.13878141028
363A01,Iglesia Sta. Ma. del Monte,4.67083218778,-74.01629334897
121A04,Avenida La Esmeralda,4.67096930532,-74.08135641953
283A05,Parque el Trébol,4.67118830744,-74.09575517293
122B05,Pq. Aquapark,4.67123397603,-74.08950371531
129A05,Br. Normandía,4.67184129225,-74.10657331675
077A06,Subestación Eléctrica de Fontibón,4.67189879062,-74.13609129754
221B00,Br. Chicó Norte,4.67272476045,-74.04859084890
305A04,Br. Doce de Octubre,4.67331950219,-74.07489967755
088A05,Br. Normandía Occidental,4.67347313300,-74.10817413498
112A06,Pl. Fundacional  Fontibón,4.67369045462,-74.14347416791
123D05,Cruz Roja,4.67373454719,-74.08840990900
295A05,LA ESTRADITA N-S,4.67441201542,-74.09347711545
362A05,Br. La Estrada,4.67474299988,-74.09651700026
372A06,Br. El Carmen Fontibón,4.67507035431,-74.14957126682
029A06,Centro Empresarial Dorado Plaza,4.67542098677,-74.12249203896
424A05,Br. El Encanto,4.67552708402,-74.10463884008
128B04,Br. San Fernando Occidental,4.67565181558,-74.08451258264
387A06,Estación Tren Fontibón,4.67565171149,-74.14124045416
220A00,Parque de la 93,4.67629947522,-74.04674593270
422A04,Br. Jorge Eliecer Gaitán,4.67659584023,-74.07192185675
013A07,Zona Franca,4.67693541493,-74.15407507197
063A06,FUSM,4.67737853773,-74.14969898385
123A00,Br. La Castellana,4.67794849483,-74.06101732816
113A06,La Cabaña,4.67808593635,-74.13952983981
079A06,Br. El Refugio La Zelfita,4.67825188879,-74.14268497963
490A05,Homecenter Calle 26,4.67873399993,-74.11817500038
284A00,Kr 14,4.67889957738,-74.04983459888
302A05,Br. Bellavista Occidental,4.67894491955,-74.08804586750
420A05,Urb. Los Nogales,4.67903185898,-74.10263424007
090A06,Br. Atahualpa,4.68006248325,-74.14444049506
074A06,Portal Eldorado,4.68026700005,-74.12109696855
037A05,Portal Eldorado,4.68081144865,-74.12016485956
104A04,C.C. Metrópolis,4.68093144258,-74.08306660418
114A06,Rubén Vallejo,4.68124537218,-74.13450218023
104B04,C.C. Metrópolis,4.68145321650,-74.08242339584
061A05,CAI Villa Luz,4.68146493555,-74.10729140224
437A06,Portal Eldorado,4.68170000024,-74.12188800036
012A06,Br. Santiago,4.68177892229,-74.15583261837
182C05,Br. La Estrada,4.68189605119,-74.08973134585
BD-042A,Calle 100,4.68193577136,-74.04382081281
007B05,Colegio Andrés Frey,4.68196049309,-74.09894396691
364A05,Br. Villa Luz,4.68204411586,-74.10646483926
168B05,Avenida Calle 26,4.68239499998,-74.11623099995
209A06,Br. Batavia,4.68292768380,-74.15204299594
347A05,Br. Palo Blanco,4.68351123714,-74.09468966932
001B01,Br. Rincón del Chicó,4.68369364587,-74.04507270874
104A06,Br. Puerta de Teja,4.68394914671,-74.12530971503
165A01,Escuela de Caballería,4.68412556166,-74.03632497232
184A06,Br. Veracruz Sector II,4.68431815394,-74.13161937027
085A06,Br. Versalles Fontibón,4.68445565412,-74.14689678217
368A05,Boyacá,4.68448871038,-74.09793837752
030A05,Jugos California,4.68458200575,-74.11416331621
047A06,Br. San José De Fontibón,4.68482542918,-74.13464593720
335A06,Br. San Pablo Jericó,4.68498699970,-74.15512599998
324A04,Br. Las Ferias,4.68545954112,-74.08664794191
526A03,IED Domingo Faustino Sarmiento,4.68548203844,-74.06538863798
419A04,Estación Avenida 68,4.68552892908,-74.08062885017
662A01,Escuela Superior de Guerra,4.68553664083,-74.04180955017
865A00,Estación Calle 100,4.68582400024,-74.05708099975
209B03,Br. Entreríos,4.68582927154,-74.07641247176
212B00,Centro Empresarial Calle 100,4.68586491473,-74.05310275614
302A06,Br. Atahualpa,4.68588306210,-74.14720651199
294B01,Avenida Calle 100,4.68650451165,-74.04795206326
316A05,Br. Villa Luz,4.68680569050,-74.11011977854
011A06,Br. El Laurel,4.68753757067,-74.16021069723
293A01,AC 100,4.68799999988,-74.05185200029
060A05,Defensa Civil Santa Helenita,4.68838638298,-74.10187505364
001B00,C.C. Iserra 100,4.68853258466,-74.06417918717
052A06,Pq. Zonal Atahualpa,4.68875661138,-74.14446306768
179B05,Br. Boyacá,4.68885024428,-74.09724140459
174C03,Br. Los Andes,4.68889173565,-74.07296349340
170A03,Br. Los Andes,4.68934694049,-74.07030068605
171B03,Br. Los Andes,4.68945025725,-74.06904550208
010A06,Br. San Pablo Jericó,4.68962506992,-74.16295703014
054A02,Br. Pasadena,4.68964651023,-74.06281879333
046A03,Br. Andes Norte,4.69038207669,-74.06583307778
108B04,IED Tabora Sede B,4.69039892215,-74.09307729657
326A04,Parroquia San Silvestre,4.69048736801,-74.08896790124
380A05,Puente Aéreo,4.69218405551,-74.13385923151
134A01,Br. San Patricio,4.69238700037,-74.04986699988
029A05,Br. La Clarita,4.69243068884,-74.10769330904
613A01,Br. Santa Bárbara Central III Sector,4.69248278991,-74.03822249500
337A05,Br. Florida Blanca,4.69269077391,-74.10917205324
101A06,IED Antonio Van Uden Sede B,4.69299899967,-74.16154099978
BD-055A,Hacienda Santa Bárbara,4.69325237338,-74.03313372792
056A05,Los Ángeles,4.69359042959,-74.11932735154
481A05,CAI Florida,4.69368219573,-74.11087311326
227A03,Urbanización Los Sauces,4.69397105422,-74.07545734664
383A05,Puente Aéreo,4.69417174340,-74.13602037017
340A05,Br. Florida Blanca,4.69428245260,-74.10816390657
412A05,Los Álamos Sector Industrial,4.69431217292,-74.11734380006
013A05,Br. La Clarita,4.69440131787,-74.10666009413
313A01,Br. San Patricio,4.69443512302,-74.05054444414
177A05,Avenida Ciudad de Cali,4.69471478808,-74.10464755552
625A01,Br. Santa Bárbara Central III Sector,4.69531600021,-74.03678999989
055A01,Br. Santa Bárbara Central,4.69580935017,-74.03396029608
169A03,Br. Andes Norte,4.69610694951,-74.06905177893
389B05,Br. Florida Blanca,4.69644568880,-74.11577642990
058A02,Br. Puente Largo,4.69654185273,-74.06276886198
123A01,Instituto Carlos Ardila Lülle,4.69661682590,-74.03171253007
097A06,Br. Brisas Aldea Fontibón,4.69689559345,-74.15572745059
312A01,Pq. Canal Molinos,4.69697687739,-74.05010213818
217A06,Br. Puente Grande,4.69732349363,-74.16704364298
084B03,Pq. Central Pontevedra,4.69763860201,-74.08227045715
414A04,Estación Granja - Cr. 77,4.69797205320,-74.09449788319
170B05,Br. Zarzamora,4.69803936625,-74.10913020801
120A01,Br. San Patricio,4.69863088378,-74.05080099902
258A01,Br. Santa Bárbara Occidental,4.69886487127,-74.05067005653
259A05,Br. El Muelle II,4.69889130447,-74.12373610080
204A05,Br. San Antonio Engativá,4.69904163814,-74.13029827647
053A03,Br. San Nicolás,4.69917391825,-74.07365332616
205A05,Br. San Antonio Engativá,4.69962016177,-74.13074165745
053A02,Colegio Agustiniano Norte,4.70050591902,-74.06923613283
